from	to	value
Revolution 9 (Ft. Yoko Ono)	When I'm Sixty-Four	hair
Glass Onion	Good Morning Good Morning	half
Glass Onion	Julia	half
Good Morning Good Morning	Julia	half
Happiness is a Warm Gun	Here, There and Everywhere	hand
Happiness is a Warm Gun	Martha My Dear	hand
Happiness is a Warm Gun	Nowhere Man	hand
Happiness is a Warm Gun	Ob-La-Di, Ob-La-Da	hand
Here, There and Everywhere	Martha My Dear	hand
Here, There and Everywhere	Nowhere Man	hand
Here, There and Everywhere	Ob-La-Di, Ob-La-Da	hand
Martha My Dear	Nowhere Man	hand
Martha My Dear	Ob-La-Di, Ob-La-Da	hand
Nowhere Man	Ob-La-Di, Ob-La-Da	hand
Don't Pass Me By	Eleanor Rigby	hands
Don't Pass Me By	Happiness is a Warm Gun	hands
Don't Pass Me By	Here, There and Everywhere	hands
Don't Pass Me By	Revolution 9 (Ft. Yoko Ono)	hands
Don't Pass Me By	You Won't See Me	hands
Eleanor Rigby	Happiness is a Warm Gun	hands
Eleanor Rigby	Here, There and Everywhere	hands
Eleanor Rigby	Revolution 9 (Ft. Yoko Ono)	hands
Eleanor Rigby	You Won't See Me	hands
Happiness is a Warm Gun	Here, There and Everywhere	hands
Happiness is a Warm Gun	Revolution 9 (Ft. Yoko Ono)	hands
Happiness is a Warm Gun	You Won't See Me	hands
Here, There and Everywhere	Revolution 9 (Ft. Yoko Ono)	hands
Here, There and Everywhere	You Won't See Me	hands
Revolution 9 (Ft. Yoko Ono)	You Won't See Me	hands
Birthday	Long, Long, Long	happy
Birthday	Ob-La-Di, Ob-La-Da	happy
Birthday	Octopus's Garden	happy
Birthday	Sun King	happy
Long, Long, Long	Ob-La-Di, Ob-La-Da	happy
Long, Long, Long	Octopus's Garden	happy
Long, Long, Long	Sun King	happy
Ob-La-Di, Ob-La-Da	Octopus's Garden	happy
Ob-La-Di, Ob-La-Da	Sun King	happy
Octopus's Garden	Sun King	happy
Come Together	Girl	hard
Come Together	She's Leaving Home	hard
Come Together	You Won't See Me	hard
Girl	She's Leaving Home	hard
Girl	You Won't See Me	hard
She's Leaving Home	You Won't See Me	hard
Happiness is a Warm Gun	I'm So Tired	harm
Happiness is a Warm Gun	Oh! Darling	harm
I'm So Tired	Oh! Darling	harm
Don't Pass Me By	Revolution 1	hate
Don't Pass Me By	Tomorrow Never Knows	hate
Don't Pass Me By	Yer Blues	hate
Revolution 1	Tomorrow Never Knows	hate
Revolution 1	Yer Blues	hate
Tomorrow Never Knows	Yer Blues	hate
A Day in the Life	For No One	head
A Day in the Life	Getting Better	head
A Day in the Life	I Want to Tell You	head
A Day in the Life	I'm Only Sleeping	head
A Day in the Life	Lucy in the Sky with Diamonds	head
A Day in the Life	Martha My Dear	head
A Day in the Life	Maxwell's Silver Hammer	head
A Day in the Life	Octopus's Garden	head
A Day in the Life	Revolution 1	head
A Day in the Life	Run for Your Life	head
A Day in the Life	Savoy Truffle	head
A Day in the Life	She Said She Said	head
For No One	Getting Better	head
For No One	I Want to Tell You	head
For No One	I'm Only Sleeping	head
For No One	Lucy in the Sky with Diamonds	head
For No One	Martha My Dear	head
For No One	Maxwell's Silver Hammer	head
For No One	Octopus's Garden	head
For No One	Revolution 1	head
For No One	Run for Your Life	head
For No One	Savoy Truffle	head
For No One	She Said She Said	head
Getting Better	I Want to Tell You	head
Getting Better	I'm Only Sleeping	head
Getting Better	Lucy in the Sky with Diamonds	head
Getting Better	Martha My Dear	head
Getting Better	Maxwell's Silver Hammer	head
Getting Better	Octopus's Garden	head
Getting Better	Revolution 1	head
Getting Better	Run for Your Life	head
Getting Better	Savoy Truffle	head
Getting Better	She Said She Said	head
I Want to Tell You	I'm Only Sleeping	head
I Want to Tell You	Lucy in the Sky with Diamonds	head
I Want to Tell You	Martha My Dear	head
I Want to Tell You	Maxwell's Silver Hammer	head
I Want to Tell You	Octopus's Garden	head
I Want to Tell You	Revolution 1	head
I Want to Tell You	Run for Your Life	head
I Want to Tell You	Savoy Truffle	head
I Want to Tell You	She Said She Said	head
I'm Only Sleeping	Lucy in the Sky with Diamonds	head
I'm Only Sleeping	Martha My Dear	head
I'm Only Sleeping	Maxwell's Silver Hammer	head
I'm Only Sleeping	Octopus's Garden	head
I'm Only Sleeping	Revolution 1	head
I'm Only Sleeping	Run for Your Life	head
I'm Only Sleeping	Savoy Truffle	head
I'm Only Sleeping	She Said She Said	head
Lucy in the Sky with Diamonds	Martha My Dear	head
Lucy in the Sky with Diamonds	Maxwell's Silver Hammer	head
Lucy in the Sky with Diamonds	Octopus's Garden	head
Lucy in the Sky with Diamonds	Revolution 1	head
Lucy in the Sky with Diamonds	Run for Your Life	head
Lucy in the Sky with Diamonds	Savoy Truffle	head
Lucy in the Sky with Diamonds	She Said She Said	head
Martha My Dear	Maxwell's Silver Hammer	head
Martha My Dear	Octopus's Garden	head
Martha My Dear	Revolution 1	head
Martha My Dear	Run for Your Life	head
Martha My Dear	Savoy Truffle	head
Martha My Dear	She Said She Said	head
Maxwell's Silver Hammer	Octopus's Garden	head
Maxwell's Silver Hammer	Revolution 1	head
Maxwell's Silver Hammer	Run for Your Life	head
Maxwell's Silver Hammer	Savoy Truffle	head
Maxwell's Silver Hammer	She Said She Said	head
Octopus's Garden	Revolution 1	head
Octopus's Garden	Run for Your Life	head
Octopus's Garden	Savoy Truffle	head
Octopus's Garden	She Said She Said	head
Revolution 1	Run for Your Life	head
Revolution 1	Savoy Truffle	head
Revolution 1	She Said She Said	head
Run for Your Life	Savoy Truffle	head
Run for Your Life	She Said She Said	head
Savoy Truffle	She Said She Said	head
And Your Bird Can Sing	Back in the U.S.S.R.	hear
And Your Bird Can Sing	Don't Pass Me By	hear
And Your Bird Can Sing	Eleanor Rigby	hear
And Your Bird Can Sing	Got to Get You into My Life	hear
And Your Bird Can Sing	Honey Pie	hear
And Your Bird Can Sing	I Will	hear
And Your Bird Can Sing	I'm Looking Through You	hear
And Your Bird Can Sing	The Word	hear
Back in the U.S.S.R.	Don't Pass Me By	hear
Back in the U.S.S.R.	Eleanor Rigby	hear
Back in the U.S.S.R.	Got to Get You into My Life	hear
Back in the U.S.S.R.	Honey Pie	hear
Back in the U.S.S.R.	I Will	hear
Back in the U.S.S.R.	I'm Looking Through You	hear
Back in the U.S.S.R.	The Word	hear
Don't Pass Me By	Eleanor Rigby	hear
Don't Pass Me By	Got to Get You into My Life	hear
Don't Pass Me By	Honey Pie	hear
Don't Pass Me By	I Will	hear
Don't Pass Me By	I'm Looking Through You	hear
Don't Pass Me By	The Word	hear
Eleanor Rigby	Got to Get You into My Life	hear
Eleanor Rigby	Honey Pie	hear
Eleanor Rigby	I Will	hear
Eleanor Rigby	I'm Looking Through You	hear
Eleanor Rigby	The Word	hear
Got to Get You into My Life	Honey Pie	hear
Got to Get You into My Life	I Will	hear
Got to Get You into My Life	I'm Looking Through You	hear
Got to Get You into My Life	The Word	hear
Honey Pie	I Will	hear
Honey Pie	I'm Looking Through You	hear
Honey Pie	The Word	hear
I Will	I'm Looking Through You	hear
I Will	The Word	hear
I'm Looking Through You	The Word	hear
And Your Bird Can Sing	Getting Better	heard
And Your Bird Can Sing	The Word	heard
And Your Bird Can Sing	You Won't See Me	heard
Getting Better	The Word	heard
Getting Better	You Won't See Me	heard
The Word	You Won't See Me	heard
Drive My Car	I Will	heart
Drive My Car	Julia	heart
Drive My Car	Lovely Rita	heart
Drive My Car	Savoy Truffle	heart
Drive My Car	Wait	heart
Drive My Car	What Goes On	heart
I Will	Julia	heart
I Will	Lovely Rita	heart
I Will	Savoy Truffle	heart
I Will	Wait	heart
I Will	What Goes On	heart
Julia	Lovely Rita	heart
Julia	Savoy Truffle	heart
Julia	Wait	heart
Julia	What Goes On	heart
Lovely Rita	Savoy Truffle	heart
Lovely Rita	Wait	heart
Lovely Rita	What Goes On	heart
Savoy Truffle	Wait	heart
Savoy Truffle	What Goes On	heart
Wait	What Goes On	heart
Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	hearts
Back in the U.S.S.R.	Dear Prudence	hey
Back in the U.S.S.R.	Everybody's Got Something to Hide Except Me and My Monkey	hey
Back in the U.S.S.R.	Fixing a Hole	hey
Back in the U.S.S.R.	Polythene Pam	hey
Back in the U.S.S.R.	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	hey
Dear Prudence	Everybody's Got Something to Hide Except Me and My Monkey	hey
Dear Prudence	Fixing a Hole	hey
Dear Prudence	Polythene Pam	hey
Dear Prudence	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	hey
Everybody's Got Something to Hide Except Me and My Monkey	Fixing a Hole	hey
Everybody's Got Something to Hide Except Me and My Monkey	Polythene Pam	hey
Everybody's Got Something to Hide Except Me and My Monkey	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	hey
Fixing a Hole	Polythene Pam	hey
Fixing a Hole	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	hey
Polythene Pam	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	hey
Everybody's Got Something to Hide Except Me and My Monkey	Octopus's Garden	hide
Everybody's Got Something to Hide Except Me and My Monkey	Run for Your Life	hide
Everybody's Got Something to Hide Except Me and My Monkey	Within You Without You	hide
Everybody's Got Something to Hide Except Me and My Monkey	You Won't See Me	hide
Octopus's Garden	Run for Your Life	hide
Octopus's Garden	Within You Without You	hide
Octopus's Garden	You Won't See Me	hide
Run for Your Life	Within You Without You	hide
Run for Your Life	You Won't See Me	hide
Within You Without You	You Won't See Me	hide
Honey Pie	Rocky Raccoon	hit
Come Together	Got to Get You into My Life	hold
Come Together	Happiness is a Warm Gun	hold
Come Together	Martha My Dear	hold
Come Together	Revolution 9 (Ft. Yoko Ono)	hold
Come Together	Wait	hold
Come Together	Within You Without You	hold
Got to Get You into My Life	Happiness is a Warm Gun	hold
Got to Get You into My Life	Martha My Dear	hold
Got to Get You into My Life	Revolution 9 (Ft. Yoko Ono)	hold
Got to Get You into My Life	Wait	hold
Got to Get You into My Life	Within You Without You	hold
Happiness is a Warm Gun	Martha My Dear	hold
Happiness is a Warm Gun	Revolution 9 (Ft. Yoko Ono)	hold
Happiness is a Warm Gun	Wait	hold
Happiness is a Warm Gun	Within You Without You	hold
Martha My Dear	Revolution 9 (Ft. Yoko Ono)	hold
Martha My Dear	Wait	hold
Martha My Dear	Within You Without You	hold
Revolution 9 (Ft. Yoko Ono)	Wait	hold
Revolution 9 (Ft. Yoko Ono)	Within You Without You	hold
Wait	Within You Without You	hold
Fixing a Hole	Glass Onion	hole
Fixing a Hole	Mean Mr. Mustard	hole
Glass Onion	Mean Mr. Mustard	hole
Back in the U.S.S.R.	For No One	home
Back in the U.S.S.R.	Golden Slumbers	home
Back in the U.S.S.R.	Good Morning Good Morning	home
Back in the U.S.S.R.	Honey Pie	home
Back in the U.S.S.R.	Lovely Rita	home
Back in the U.S.S.R.	Maxwell's Silver Hammer	home
Back in the U.S.S.R.	Ob-La-Di, Ob-La-Da	home
Back in the U.S.S.R.	Sgt. Pepper's Lonely Hearts Club Band	home
Back in the U.S.S.R.	She's Leaving Home	home
Back in the U.S.S.R.	Wait	home
For No One	Golden Slumbers	home
For No One	Good Morning Good Morning	home
For No One	Honey Pie	home
For No One	Lovely Rita	home
For No One	Maxwell's Silver Hammer	home
For No One	Ob-La-Di, Ob-La-Da	home
For No One	Sgt. Pepper's Lonely Hearts Club Band	home
For No One	She's Leaving Home	home
For No One	Wait	home
Golden Slumbers	Good Morning Good Morning	home
Golden Slumbers	Honey Pie	home
Golden Slumbers	Lovely Rita	home
Golden Slumbers	Maxwell's Silver Hammer	home
Golden Slumbers	Ob-La-Di, Ob-La-Da	home
Golden Slumbers	Sgt. Pepper's Lonely Hearts Club Band	home
Golden Slumbers	She's Leaving Home	home
Golden Slumbers	Wait	home
Good Morning Good Morning	Honey Pie	home
Good Morning Good Morning	Lovely Rita	home
Good Morning Good Morning	Maxwell's Silver Hammer	home
Good Morning Good Morning	Ob-La-Di, Ob-La-Da	home
Good Morning Good Morning	Sgt. Pepper's Lonely Hearts Club Band	home
Good Morning Good Morning	She's Leaving Home	home
Good Morning Good Morning	Wait	home
Honey Pie	Lovely Rita	home
Honey Pie	Maxwell's Silver Hammer	home
Honey Pie	Ob-La-Di, Ob-La-Da	home
Honey Pie	Sgt. Pepper's Lonely Hearts Club Band	home
Honey Pie	She's Leaving Home	home
Honey Pie	Wait	home
Lovely Rita	Maxwell's Silver Hammer	home
Lovely Rita	Ob-La-Di, Ob-La-Da	home
Lovely Rita	Sgt. Pepper's Lonely Hearts Club Band	home
Lovely Rita	She's Leaving Home	home
Lovely Rita	Wait	home
Maxwell's Silver Hammer	Ob-La-Di, Ob-La-Da	home
Maxwell's Silver Hammer	Sgt. Pepper's Lonely Hearts Club Band	home
Maxwell's Silver Hammer	She's Leaving Home	home
Maxwell's Silver Hammer	Wait	home
Ob-La-Di, Ob-La-Da	Sgt. Pepper's Lonely Hearts Club Band	home
Ob-La-Di, Ob-La-Da	She's Leaving Home	home
Ob-La-Di, Ob-La-Da	Wait	home
Sgt. Pepper's Lonely Hearts Club Band	She's Leaving Home	home
Sgt. Pepper's Lonely Hearts Club Band	Wait	home
She's Leaving Home	Wait	home
Back in the U.S.S.R.	Honey Pie	honey
Back in the U.S.S.R.	Wild Honey Pie	honey
Honey Pie	Wild Honey Pie	honey
Good Morning Good Morning	Sgt. Pepper's Lonely Hearts Club Band	hope
Good Morning Good Morning	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	hope
Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	hope
Here, There and Everywhere	Michelle	hoping
Being for the Benefit of Mr. Kite!	Lucy in the Sky with Diamonds	horse
Honey Pie	Rocky Raccoon	hot
For No One	Nowhere Man	hurry
Everybody's Got Something to Hide Except Me and My Monkey	She's Leaving Home	inside
Ob-La-Di, Ob-La-Da	Yer Blues	jones
Everybody's Got Something to Hide Except Me and My Monkey	Octopus's Garden	joy
She's Leaving Home	With a Little Help from My Friends	key
Cry Baby Cry	Sun King	king
Cry Baby Cry	She's Leaving Home	kitchen
Back in the U.S.S.R.	Come Together	knee
Back in the U.S.S.R.	Honey Pie	knee
Back in the U.S.S.R.	When I'm Sixty-Four	knee
Come Together	Honey Pie	knee
Come Together	When I'm Sixty-Four	knee
Honey Pie	When I'm Sixty-Four	knee
Back in the U.S.S.R.	Don't Pass Me By	knock
Back in the U.S.S.R.	Maxwell's Silver Hammer	knock
Don't Pass Me By	Maxwell's Silver Hammer	knock
Here, There and Everywhere	Octopus's Garden	knowing
Here, There and Everywhere	Tomorrow Never Knows	knowing
Octopus's Garden	Tomorrow Never Knows	knowing
Ob-La-Di, Ob-La-Da	Savoy Truffle	la
Ob-La-Di, Ob-La-Da	You Won't See Me	la
Savoy Truffle	You Won't See Me	la
Nowhere Man	Yellow Submarine	land
A Day in the Life	Being for the Benefit of Mr. Kite!	late
A Day in the Life	Cry Baby Cry	late
A Day in the Life	Don't Pass Me By	late
A Day in the Life	Maxwell's Silver Hammer	late
A Day in the Life	Revolution 9 (Ft. Yoko Ono)	late
A Day in the Life	Within You Without You	late
Being for the Benefit of Mr. Kite!	Cry Baby Cry	late
Being for the Benefit of Mr. Kite!	Don't Pass Me By	late
Being for the Benefit of Mr. Kite!	Maxwell's Silver Hammer	late
Being for the Benefit of Mr. Kite!	Revolution 9 (Ft. Yoko Ono)	late
Being for the Benefit of Mr. Kite!	Within You Without You	late
Cry Baby Cry	Don't Pass Me By	late
Cry Baby Cry	Maxwell's Silver Hammer	late
Cry Baby Cry	Revolution 9 (Ft. Yoko Ono)	late
Cry Baby Cry	Within You Without You	late
Don't Pass Me By	Maxwell's Silver Hammer	late
Don't Pass Me By	Revolution 9 (Ft. Yoko Ono)	late
Don't Pass Me By	Within You Without You	late
Maxwell's Silver Hammer	Revolution 9 (Ft. Yoko Ono)	late
Maxwell's Silver Hammer	Within You Without You	late
Revolution 9 (Ft. Yoko Ono)	Within You Without You	late
A Day in the Life	Good Day Sunshine	laugh
A Day in the Life	Lovely Rita	laugh
A Day in the Life	Norwegian Wood (This Bird Has Flown)	laugh
Good Day Sunshine	Lovely Rita	laugh
Good Day Sunshine	Norwegian Wood (This Bird Has Flown)	laugh
Lovely Rita	Norwegian Wood (This Bird Has Flown)	laugh
Honey Pie	I'm Only Sleeping	lazy
Honey Pie	Mother Nature's Son	lazy
I'm Only Sleeping	Mother Nature's Son	lazy
Girl	Here, There and Everywhere	lead
Back in the U.S.S.R.	Girl	leave
Back in the U.S.S.R.	Got to Get You into My Life	leave
Back in the U.S.S.R.	I'm Only Sleeping	leave
Back in the U.S.S.R.	Nowhere Man	leave
Back in the U.S.S.R.	Oh! Darling	leave
Back in the U.S.S.R.	She Said She Said	leave
Back in the U.S.S.R.	Something	leave
Girl	Got to Get You into My Life	leave
Girl	I'm Only Sleeping	leave
Girl	Nowhere Man	leave
Girl	Oh! Darling	leave
Girl	She Said She Said	leave
Girl	Something	leave
Got to Get You into My Life	I'm Only Sleeping	leave
Got to Get You into My Life	Nowhere Man	leave
Got to Get You into My Life	Oh! Darling	leave
Got to Get You into My Life	She Said She Said	leave
Got to Get You into My Life	Something	leave
I'm Only Sleeping	Nowhere Man	leave
I'm Only Sleeping	Oh! Darling	leave
I'm Only Sleeping	She Said She Said	leave
I'm Only Sleeping	Something	leave
Nowhere Man	Oh! Darling	leave
Nowhere Man	She Said She Said	leave
Nowhere Man	Something	leave
Oh! Darling	She Said She Said	leave
Oh! Darling	Something	leave
She Said She Said	Something	leave
Maxwell's Silver Hammer	Revolution 9 (Ft. Yoko Ono)	leaving
Maxwell's Silver Hammer	She's Leaving Home	leaving
Revolution 9 (Ft. Yoko Ono)	She's Leaving Home	leaving
Happiness is a Warm Gun	Rocky Raccoon	left
Happiness is a Warm Gun	Think for Yourself	left
Rocky Raccoon	Think for Yourself	left
Ob-La-Di, Ob-La-Da	With a Little Help from My Friends	lend
Good Day Sunshine	Got to Get You into My Life	lie
Good Day Sunshine	Rocky Raccoon	lie
Good Day Sunshine	What Goes On	lie
Got to Get You into My Life	Rocky Raccoon	lie
Got to Get You into My Life	What Goes On	lie
Rocky Raccoon	What Goes On	lie
Octopus's Garden	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	lies
Octopus's Garden	Think for Yourself	lies
The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	Think for Yourself	lies
Blackbird	Good Morning Good Morning	life
Blackbird	Got to Get You into My Life	life
Blackbird	Here, There and Everywhere	life
Blackbird	In My Life	life
Blackbird	Ob-La-Di, Ob-La-Da	life
Blackbird	Piggies	life
Blackbird	Run for Your Life	life
Blackbird	Think for Yourself	life
Blackbird	Within You Without You	life
Blackbird	Yellow Submarine	life
Good Morning Good Morning	Got to Get You into My Life	life
Good Morning Good Morning	Here, There and Everywhere	life
Good Morning Good Morning	In My Life	life
Good Morning Good Morning	Ob-La-Di, Ob-La-Da	life
Good Morning Good Morning	Piggies	life
Good Morning Good Morning	Run for Your Life	life
Good Morning Good Morning	Think for Yourself	life
Good Morning Good Morning	Within You Without You	life
Good Morning Good Morning	Yellow Submarine	life
Got to Get You into My Life	Here, There and Everywhere	life
Got to Get You into My Life	In My Life	life
Got to Get You into My Life	Ob-La-Di, Ob-La-Da	life
Got to Get You into My Life	Piggies	life
Got to Get You into My Life	Run for Your Life	life
Got to Get You into My Life	Think for Yourself	life
Got to Get You into My Life	Within You Without You	life
Got to Get You into My Life	Yellow Submarine	life
Here, There and Everywhere	In My Life	life
Here, There and Everywhere	Ob-La-Di, Ob-La-Da	life
Here, There and Everywhere	Piggies	life
Here, There and Everywhere	Run for Your Life	life
Here, There and Everywhere	Think for Yourself	life
Here, There and Everywhere	Within You Without You	life
Here, There and Everywhere	Yellow Submarine	life
In My Life	Ob-La-Di, Ob-La-Da	life
In My Life	Piggies	life
In My Life	Run for Your Life	life
In My Life	Think for Yourself	life
In My Life	Within You Without You	life
In My Life	Yellow Submarine	life
Ob-La-Di, Ob-La-Da	Piggies	life
Ob-La-Di, Ob-La-Da	Run for Your Life	life
Ob-La-Di, Ob-La-Da	Think for Yourself	life
Ob-La-Di, Ob-La-Da	Within You Without You	life
Ob-La-Di, Ob-La-Da	Yellow Submarine	life
Piggies	Run for Your Life	life
Piggies	Think for Yourself	life
Piggies	Within You Without You	life
Piggies	Yellow Submarine	life
Run for Your Life	Think for Yourself	life
Run for Your Life	Within You Without You	life
Run for Your Life	Yellow Submarine	life
Think for Yourself	Within You Without You	life
Think for Yourself	Yellow Submarine	life
Within You Without You	Yellow Submarine	life
I Will	Love You To	lifetime
Blackbird	Good Night	light
Blackbird	The Word	light
Blackbird	With a Little Help from My Friends	light
Good Night	The Word	light
Good Night	With a Little Help from My Friends	light
The Word	With a Little Help from My Friends	light
A Day in the Life	When I'm Sixty-Four	lights
Revolution 9 (Ft. Yoko Ono)	Run for Your Life	line
Revolution 9 (Ft. Yoko Ono)	When I'm Sixty-Four	line
Run for Your Life	When I'm Sixty-Four	line
I'm Looking Through You	Maxwell's Silver Hammer	lips
Don't Pass Me By	Drive My Car	listen
Don't Pass Me By	Girl	listen
Don't Pass Me By	Glass Onion	listen
Don't Pass Me By	Mother Nature's Son	listen
Don't Pass Me By	Nowhere Man	listen
Don't Pass Me By	She Came in Through the Bathroom Window	listen
Don't Pass Me By	Tomorrow Never Knows	listen
Don't Pass Me By	You Won't See Me	listen
Drive My Car	Girl	listen
Drive My Car	Glass Onion	listen
Drive My Car	Mother Nature's Son	listen
Drive My Car	Nowhere Man	listen
Drive My Car	She Came in Through the Bathroom Window	listen
Drive My Car	Tomorrow Never Knows	listen
Drive My Car	You Won't See Me	listen
Girl	Glass Onion	listen
Girl	Mother Nature's Son	listen
Girl	Nowhere Man	listen
Girl	She Came in Through the Bathroom Window	listen
Girl	Tomorrow Never Knows	listen
Girl	You Won't See Me	listen
Glass Onion	Mother Nature's Son	listen
Glass Onion	Nowhere Man	listen
Glass Onion	She Came in Through the Bathroom Window	listen
Glass Onion	Tomorrow Never Knows	listen
Glass Onion	You Won't See Me	listen
Mother Nature's Son	Nowhere Man	listen
Mother Nature's Son	She Came in Through the Bathroom Window	listen
Mother Nature's Son	Tomorrow Never Knows	listen
Mother Nature's Son	You Won't See Me	listen
Nowhere Man	She Came in Through the Bathroom Window	listen
Nowhere Man	Tomorrow Never Knows	listen
Nowhere Man	You Won't See Me	listen
She Came in Through the Bathroom Window	Tomorrow Never Knows	listen
She Came in Through the Bathroom Window	You Won't See Me	listen
Tomorrow Never Knows	You Won't See Me	listen
Rocky Raccoon	Yellow Submarine	lived
Eleanor Rigby	Glass Onion	lives
Eleanor Rigby	Piggies	lives
Eleanor Rigby	She's Leaving Home	lives
Glass Onion	Piggies	lives
Glass Onion	She's Leaving Home	lives
Piggies	She's Leaving Home	lives
Glass Onion	In My Life	living
Glass Onion	Piggies	living
Glass Onion	She's Leaving Home	living
Glass Onion	Tomorrow Never Knows	living
In My Life	Piggies	living
In My Life	She's Leaving Home	living
In My Life	Tomorrow Never Knows	living
Piggies	She's Leaving Home	living
Piggies	Tomorrow Never Knows	living
She's Leaving Home	Tomorrow Never Knows	living
Cry Baby Cry	Rocky Raccoon	local
Eleanor Rigby	Here Comes the Sun	lonely
Eleanor Rigby	I Will	lonely
Eleanor Rigby	Sgt. Pepper's Lonely Hearts Club Band	lonely
Eleanor Rigby	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	lonely
Eleanor Rigby	Yer Blues	lonely
Here Comes the Sun	I Will	lonely
Here Comes the Sun	Sgt. Pepper's Lonely Hearts Club Band	lonely
Here Comes the Sun	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	lonely
Here Comes the Sun	Yer Blues	lonely
I Will	Sgt. Pepper's Lonely Hearts Club Band	lonely
I Will	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	lonely
I Will	Yer Blues	lonely
Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	lonely
Sgt. Pepper's Lonely Hearts Club Band	Yer Blues	lonely
Sgt. Pepper's Lonely Hearts Club Band (Reprise)	Yer Blues	lonely
Lovely Rita	Norwegian Wood (This Bird Has Flown)	looked
Lovely Rita	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	looked
Norwegian Wood (This Bird Has Flown)	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	looked
In My Life	Within You Without You	lose
In My Life	You Won't See Me	lose
Within You Without You	You Won't See Me	lose
Don't Pass Me By	Long, Long, Long	lost
Don't Pass Me By	You Won't See Me	lost
Long, Long, Long	You Won't See Me	lost
Her Majesty	Love You To	lot
A Day in the Life	Because	love
A Day in the Life	Don't Pass Me By	love
A Day in the Life	Drive My Car	love
A Day in the Life	For No One	love
A Day in the Life	Good Day Sunshine	love
A Day in the Life	Helter Skelter	love
A Day in the Life	Her Majesty	love
A Day in the Life	Here, There and Everywhere	love
A Day in the Life	Honey Pie	love
A Day in the Life	I Will	love
A Day in the Life	I'm Looking Through You	love
A Day in the Life	If I Needed Someone	love
A Day in the Life	In My Life	love
A Day in the Life	Julia	love
A Day in the Life	Long, Long, Long	love
A Day in the Life	Love You To	love
A Day in the Life	Martha My Dear	love
A Day in the Life	Michelle	love
A Day in the Life	Revolution 1	love
A Day in the Life	Sgt. Pepper's Lonely Hearts Club Band	love
A Day in the Life	Something	love
A Day in the Life	The End	love
A Day in the Life	The Word	love
A Day in the Life	Tomorrow Never Knows	love
A Day in the Life	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
A Day in the Life	Wild Honey Pie	love
A Day in the Life	With a Little Help from My Friends	love
A Day in the Life	Within You Without You	love
Because	Don't Pass Me By	love
Because	Drive My Car	love
Because	For No One	love
Because	Good Day Sunshine	love
Because	Helter Skelter	love
Because	Her Majesty	love
Because	Here, There and Everywhere	love
Because	Honey Pie	love
Because	I Will	love
Because	I'm Looking Through You	love
Because	If I Needed Someone	love
Because	In My Life	love
Because	Julia	love
Because	Long, Long, Long	love
Because	Love You To	love
Because	Martha My Dear	love
Because	Michelle	love
Because	Revolution 1	love
Because	Sgt. Pepper's Lonely Hearts Club Band	love
Because	Something	love
Because	The End	love
Because	The Word	love
Because	Tomorrow Never Knows	love
Because	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Because	Wild Honey Pie	love
Because	With a Little Help from My Friends	love
Because	Within You Without You	love
Don't Pass Me By	Drive My Car	love
Don't Pass Me By	For No One	love
Don't Pass Me By	Good Day Sunshine	love
Don't Pass Me By	Helter Skelter	love
Don't Pass Me By	Her Majesty	love
Don't Pass Me By	Here, There and Everywhere	love
Don't Pass Me By	Honey Pie	love
Don't Pass Me By	I Will	love
Don't Pass Me By	I'm Looking Through You	love
Don't Pass Me By	If I Needed Someone	love
Don't Pass Me By	In My Life	love
Don't Pass Me By	Julia	love
Don't Pass Me By	Long, Long, Long	love
Don't Pass Me By	Love You To	love
Don't Pass Me By	Martha My Dear	love
Don't Pass Me By	Michelle	love
Don't Pass Me By	Revolution 1	love
Don't Pass Me By	Sgt. Pepper's Lonely Hearts Club Band	love
Don't Pass Me By	Something	love
Don't Pass Me By	The End	love
Don't Pass Me By	The Word	love
Don't Pass Me By	Tomorrow Never Knows	love
Don't Pass Me By	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Don't Pass Me By	Wild Honey Pie	love
Don't Pass Me By	With a Little Help from My Friends	love
Don't Pass Me By	Within You Without You	love
Drive My Car	For No One	love
Drive My Car	Good Day Sunshine	love
Drive My Car	Helter Skelter	love
Drive My Car	Her Majesty	love
Drive My Car	Here, There and Everywhere	love
Drive My Car	Honey Pie	love
Drive My Car	I Will	love
