from	to	value
All You Had to Do Was Stay	You're Not Sorry	could've
Dancing with Our Hands Tied	Shake It Off	could've
Dancing with Our Hands Tied	​the 1	could've
Dancing with Our Hands Tied	​the last great american dynasty	could've
Dancing with Our Hands Tied	​this is me trying	could've
Dancing with Our Hands Tied	You're Not Sorry	could've
Shake It Off	​the 1	could've
Shake It Off	​the last great american dynasty	could've
Shake It Off	​this is me trying	could've
Shake It Off	You're Not Sorry	could've
​the 1	​the last great american dynasty	could've
​the 1	​this is me trying	could've
​the 1	You're Not Sorry	could've
​the last great american dynasty	​this is me trying	could've
​the last great american dynasty	You're Not Sorry	could've
​this is me trying	You're Not Sorry	could've
Fifteen	​the 1	count
​epiphany	Tell Me Why	cover
Clean	It’s Nice to Have a Friend	covered
​epiphany	Style	crashing
​epiphany	New Year's Day	crawling
​epiphany	You're Not Sorry	crawling
New Year's Day	You're Not Sorry	crawling
Don't Blame Me	End Game (Ft. Ed Sheeran & Future)	crazy
Don't Blame Me	False God	crazy
Don't Blame Me	​mad woman	crazy
Don't Blame Me	Starlight	crazy
Don't Blame Me	The Way I Loved You	crazy
Don't Blame Me	Welcome to New York	crazy
End Game (Ft. Ed Sheeran & Future)	False God	crazy
End Game (Ft. Ed Sheeran & Future)	​mad woman	crazy
End Game (Ft. Ed Sheeran & Future)	Starlight	crazy
End Game (Ft. Ed Sheeran & Future)	The Way I Loved You	crazy
End Game (Ft. Ed Sheeran & Future)	Welcome to New York	crazy
False God	​mad woman	crazy
False God	Starlight	crazy
False God	The Way I Loved You	crazy
False God	Welcome to New York	crazy
​mad woman	Starlight	crazy
​mad woman	The Way I Loved You	crazy
​mad woman	Welcome to New York	crazy
Starlight	The Way I Loved You	crazy
Starlight	Welcome to New York	crazy
The Way I Loved You	Welcome to New York	crazy
Cruel Summer	Fifteen	cried
Don't Blame Me	​seven	cross
Girl at Home	​my tears ricochet	crossing
Holy Ground	Love Story	crowd
Holy Ground	Welcome to New York	crowd
Love Story	Welcome to New York	crowd
22	Dress	crowded
​betty	Wildest Dreams	crowds
Call It What You Want	​exile (Ft. Bon Iver)	crown
All Too Well	Cruel Summer	cruel
All Too Well	Daylight	cruel
Cruel Summer	Daylight	cruel
I Knew You Were Trouble.	​seven	cry
I Knew You Were Trouble.	You Belong with Me	cry
​seven	You Belong with Me	cry
Afterglow	Blank Space	crying
Afterglow	​exile (Ft. Bon Iver)	crying
Afterglow	Love Story	crying
Afterglow	Out of the Woods	crying
Afterglow	The Best Day	crying
Blank Space	​exile (Ft. Bon Iver)	crying
Blank Space	Love Story	crying
Blank Space	Out of the Woods	crying
Blank Space	The Best Day	crying
​exile (Ft. Bon Iver)	Love Story	crying
​exile (Ft. Bon Iver)	Out of the Woods	crying
​exile (Ft. Bon Iver)	The Best Day	crying
Love Story	Out of the Woods	crying
Love Story	The Best Day	crying
Out of the Woods	The Best Day	crying
​my tears ricochet	The Way I Loved You	cursing
Bad Blood	Cruel Summer	cut
Bad Blood	Death by a Thousand Cuts	cut
Bad Blood	So It Goes...	cut
Bad Blood	Tell Me Why	cut
Bad Blood	The Archer	cut
Cruel Summer	Death by a Thousand Cuts	cut
Cruel Summer	So It Goes...	cut
Cruel Summer	Tell Me Why	cut
Cruel Summer	The Archer	cut
Death by a Thousand Cuts	So It Goes...	cut
Death by a Thousand Cuts	Tell Me Why	cut
Death by a Thousand Cuts	The Archer	cut
So It Goes...	Tell Me Why	cut
So It Goes...	The Archer	cut
Tell Me Why	The Archer	cut
Death by a Thousand Cuts	Forever & Always	cuts
Love Story	​seven	dad
Delicate	I Know Places	damn
Delicate	​illicit affairs	damn
Delicate	You Need To Calm Down	damn
I Know Places	​illicit affairs	damn
I Know Places	You Need To Calm Down	damn
​illicit affairs	You Need To Calm Down	damn
​betty	Dancing with Our Hands Tied	dance
​betty	Fearless	dance
​betty	Holy Ground	dance
​betty	Out of the Woods	dance
​betty	Welcome to New York	dance
Dancing with Our Hands Tied	Fearless	dance
Dancing with Our Hands Tied	Holy Ground	dance
Dancing with Our Hands Tied	Out of the Woods	dance
Dancing with Our Hands Tied	Welcome to New York	dance
Fearless	Holy Ground	dance
Fearless	Out of the Woods	dance
Fearless	Welcome to New York	dance
Holy Ground	Out of the Woods	dance
Holy Ground	Welcome to New York	dance
Out of the Woods	Welcome to New York	dance
​cardigan	Shake It Off	dancin
22	All Too Well	dancing
22	Dancing with Our Hands Tied	dancing
22	Fifteen	dancing
22	Holy Ground	dancing
22	Starlight	dancing
All Too Well	Dancing with Our Hands Tied	dancing
All Too Well	Fifteen	dancing
All Too Well	Holy Ground	dancing
All Too Well	Starlight	dancing
Dancing with Our Hands Tied	Fifteen	dancing
Dancing with Our Hands Tied	Holy Ground	dancing
Dancing with Our Hands Tied	Starlight	dancing
Fifteen	Holy Ground	dancing
Fifteen	Starlight	dancing
Holy Ground	Starlight	dancing
Daylight	Delicate	dark
Daylight	Getaway Car	dark
Daylight	Gorgeous	dark
Daylight	​hoax	dark
Daylight	I Know Places	dark
Daylight	I Think He Knows	dark
Daylight	I Wish You Would	dark
Daylight	Red	dark
Daylight	So It Goes...	dark
Daylight	The Archer	dark
Daylight	This Love	dark
Daylight	You Need To Calm Down	dark
Delicate	Getaway Car	dark
Delicate	Gorgeous	dark
Delicate	​hoax	dark
Delicate	I Know Places	dark
Delicate	I Think He Knows	dark
Delicate	I Wish You Would	dark
Delicate	Red	dark
Delicate	So It Goes...	dark
Delicate	The Archer	dark
Delicate	This Love	dark
Delicate	You Need To Calm Down	dark
Getaway Car	Gorgeous	dark
Getaway Car	​hoax	dark
Getaway Car	I Know Places	dark
Getaway Car	I Think He Knows	dark
Getaway Car	I Wish You Would	dark
Getaway Car	Red	dark
Getaway Car	So It Goes...	dark
Getaway Car	The Archer	dark
Getaway Car	This Love	dark
Getaway Car	You Need To Calm Down	dark
Gorgeous	​hoax	dark
Gorgeous	I Know Places	dark
Gorgeous	I Think He Knows	dark
Gorgeous	I Wish You Would	dark
Gorgeous	Red	dark
Gorgeous	So It Goes...	dark
Gorgeous	The Archer	dark
Gorgeous	This Love	dark
Gorgeous	You Need To Calm Down	dark
​hoax	I Know Places	dark
​hoax	I Think He Knows	dark
​hoax	I Wish You Would	dark
​hoax	Red	dark
​hoax	So It Goes...	dark
​hoax	The Archer	dark
​hoax	This Love	dark
​hoax	You Need To Calm Down	dark
I Know Places	I Think He Knows	dark
I Know Places	I Wish You Would	dark
I Know Places	Red	dark
I Know Places	So It Goes...	dark
I Know Places	The Archer	dark
I Know Places	This Love	dark
I Know Places	You Need To Calm Down	dark
I Think He Knows	I Wish You Would	dark
I Think He Knows	Red	dark
I Think He Knows	So It Goes...	dark
I Think He Knows	The Archer	dark
I Think He Knows	This Love	dark
I Think He Knows	You Need To Calm Down	dark
I Wish You Would	Red	dark
I Wish You Would	So It Goes...	dark
I Wish You Would	The Archer	dark
I Wish You Would	This Love	dark
I Wish You Would	You Need To Calm Down	dark
Red	So It Goes...	dark
Red	The Archer	dark
Red	This Love	dark
Red	You Need To Calm Down	dark
So It Goes...	The Archer	dark
So It Goes...	This Love	dark
So It Goes...	You Need To Calm Down	dark
The Archer	This Love	dark
The Archer	You Need To Calm Down	dark
This Love	You Need To Calm Down	dark
Call It What You Want	Don't Blame Me	darkest
Blank Space	Dancing with Our Hands Tied	darling
Blank Space	​hoax	darling
Blank Space	Holy Ground	darling
Blank Space	London Boy	darling
Blank Space	Lover	darling
Blank Space	Miss Americana & The Heartbreak Prince	darling
Blank Space	Paper Rings	darling
Blank Space	Sad Beautiful Tragic	darling
Blank Space	The Archer	darling
Blank Space	This is Why We Can’t Have Nice Things	darling
Dancing with Our Hands Tied	​hoax	darling
Dancing with Our Hands Tied	Holy Ground	darling
Dancing with Our Hands Tied	London Boy	darling
Dancing with Our Hands Tied	Lover	darling
Dancing with Our Hands Tied	Miss Americana & The Heartbreak Prince	darling
Dancing with Our Hands Tied	Paper Rings	darling
Dancing with Our Hands Tied	Sad Beautiful Tragic	darling
Dancing with Our Hands Tied	The Archer	darling
Dancing with Our Hands Tied	This is Why We Can’t Have Nice Things	darling
​hoax	Holy Ground	darling
​hoax	London Boy	darling
​hoax	Lover	darling
​hoax	Miss Americana & The Heartbreak Prince	darling
​hoax	Paper Rings	darling
​hoax	Sad Beautiful Tragic	darling
​hoax	The Archer	darling
​hoax	This is Why We Can’t Have Nice Things	darling
Holy Ground	London Boy	darling
Holy Ground	Lover	darling
Holy Ground	Miss Americana & The Heartbreak Prince	darling
Holy Ground	Paper Rings	darling
Holy Ground	Sad Beautiful Tragic	darling
Holy Ground	The Archer	darling
Holy Ground	This is Why We Can’t Have Nice Things	darling
London Boy	Lover	darling
London Boy	Miss Americana & The Heartbreak Prince	darling
London Boy	Paper Rings	darling
London Boy	Sad Beautiful Tragic	darling
London Boy	The Archer	darling
London Boy	This is Why We Can’t Have Nice Things	darling
Lover	Miss Americana & The Heartbreak Prince	darling
Lover	Paper Rings	darling
Lover	Sad Beautiful Tragic	darling
Lover	The Archer	darling
Lover	This is Why We Can’t Have Nice Things	darling
Miss Americana & The Heartbreak Prince	Paper Rings	darling
Miss Americana & The Heartbreak Prince	Sad Beautiful Tragic	darling
Miss Americana & The Heartbreak Prince	The Archer	darling
Miss Americana & The Heartbreak Prince	This is Why We Can’t Have Nice Things	darling
Paper Rings	Sad Beautiful Tragic	darling
Paper Rings	The Archer	darling
Paper Rings	This is Why We Can’t Have Nice Things	darling
Sad Beautiful Tragic	The Archer	darling
Sad Beautiful Tragic	This is Why We Can’t Have Nice Things	darling
The Archer	This is Why We Can’t Have Nice Things	darling
Come Back... Be Here	Fifteen	day
Come Back... Be Here	Holy Ground	day
Come Back... Be Here	It’s Nice to Have a Friend	day
Come Back... Be Here	Look What You Made Me Do	day
Come Back... Be Here	​my tears ricochet	day
Come Back... Be Here	New Year's Day	day
Come Back... Be Here	Soon You'll Get Better (Ft. The Chicks)	day
Come Back... Be Here	Tell Me Why	day
Come Back... Be Here	​the 1	day
Come Back... Be Here	The Best Day	day
Come Back... Be Here	We Are Never Ever Getting Back Together	day
Come Back... Be Here	You Belong with Me	day
Fifteen	Holy Ground	day
Fifteen	It’s Nice to Have a Friend	day
Fifteen	Look What You Made Me Do	day
Fifteen	​my tears ricochet	day
Fifteen	New Year's Day	day
Fifteen	Soon You'll Get Better (Ft. The Chicks)	day
Fifteen	Tell Me Why	day
Fifteen	​the 1	day
Fifteen	The Best Day	day
Fifteen	We Are Never Ever Getting Back Together	day
Fifteen	You Belong with Me	day
Holy Ground	It’s Nice to Have a Friend	day
Holy Ground	Look What You Made Me Do	day
Holy Ground	​my tears ricochet	day
Holy Ground	New Year's Day	day
Holy Ground	Soon You'll Get Better (Ft. The Chicks)	day
Holy Ground	Tell Me Why	day
Holy Ground	​the 1	day
Holy Ground	The Best Day	day
Holy Ground	We Are Never Ever Getting Back Together	day
Holy Ground	You Belong with Me	day
It’s Nice to Have a Friend	Look What You Made Me Do	day
It’s Nice to Have a Friend	​my tears ricochet	day
It’s Nice to Have a Friend	New Year's Day	day
It’s Nice to Have a Friend	Soon You'll Get Better (Ft. The Chicks)	day
It’s Nice to Have a Friend	Tell Me Why	day
It’s Nice to Have a Friend	​the 1	day
It’s Nice to Have a Friend	The Best Day	day
It’s Nice to Have a Friend	We Are Never Ever Getting Back Together	day
It’s Nice to Have a Friend	You Belong with Me	day
Look What You Made Me Do	​my tears ricochet	day
Look What You Made Me Do	New Year's Day	day
Look What You Made Me Do	Soon You'll Get Better (Ft. The Chicks)	day
Look What You Made Me Do	Tell Me Why	day
Look What You Made Me Do	​the 1	day
Look What You Made Me Do	The Best Day	day
Look What You Made Me Do	We Are Never Ever Getting Back Together	day
Look What You Made Me Do	You Belong with Me	day
​my tears ricochet	New Year's Day	day
​my tears ricochet	Soon You'll Get Better (Ft. The Chicks)	day
​my tears ricochet	Tell Me Why	day
​my tears ricochet	​the 1	day
​my tears ricochet	The Best Day	day
​my tears ricochet	We Are Never Ever Getting Back Together	day
​my tears ricochet	You Belong with Me	day
New Year's Day	Soon You'll Get Better (Ft. The Chicks)	day
New Year's Day	Tell Me Why	day
New Year's Day	​the 1	day
New Year's Day	The Best Day	day
New Year's Day	We Are Never Ever Getting Back Together	day
New Year's Day	You Belong with Me	day
Soon You'll Get Better (Ft. The Chicks)	Tell Me Why	day
Soon You'll Get Better (Ft. The Chicks)	​the 1	day
Soon You'll Get Better (Ft. The Chicks)	The Best Day	day
Soon You'll Get Better (Ft. The Chicks)	We Are Never Ever Getting Back Together	day
Soon You'll Get Better (Ft. The Chicks)	You Belong with Me	day
Tell Me Why	​the 1	day
Tell Me Why	The Best Day	day
Tell Me Why	We Are Never Ever Getting Back Together	day
Tell Me Why	You Belong with Me	day
​the 1	The Best Day	day
​the 1	We Are Never Ever Getting Back Together	day
​the 1	You Belong with Me	day
The Best Day	We Are Never Ever Getting Back Together	day
The Best Day	You Belong with Me	day
We Are Never Ever Getting Back Together	You Belong with Me	day
Blank Space	Call It What You Want	daydream
Blank Space	Style	daydream
Blank Space	Treacherous	daydream
Call It What You Want	Style	daydream
Call It What You Want	Treacherous	daydream
Style	Treacherous	daydream
All Too Well	​betty	days
All Too Well	End Game (Ft. Ed Sheeran & Future)	days
All Too Well	Everything Has Changed (Ft. Ed Sheeran)	days
All Too Well	I Forgot That You Existed	days
All Too Well	Miss Americana & The Heartbreak Prince	days
All Too Well	So It Goes...	days
All Too Well	The Best Day	days
All Too Well	​this is me trying	days
All Too Well	White Horse	days
​betty	End Game (Ft. Ed Sheeran & Future)	days
​betty	Everything Has Changed (Ft. Ed Sheeran)	days
​betty	I Forgot That You Existed	days
​betty	Miss Americana & The Heartbreak Prince	days
​betty	So It Goes...	days
​betty	The Best Day	days
​betty	​this is me trying	days
​betty	White Horse	days
End Game (Ft. Ed Sheeran & Future)	Everything Has Changed (Ft. Ed Sheeran)	days
End Game (Ft. Ed Sheeran & Future)	I Forgot That You Existed	days
End Game (Ft. Ed Sheeran & Future)	Miss Americana & The Heartbreak Prince	days
End Game (Ft. Ed Sheeran & Future)	So It Goes...	days
End Game (Ft. Ed Sheeran & Future)	The Best Day	days
End Game (Ft. Ed Sheeran & Future)	​this is me trying	days
End Game (Ft. Ed Sheeran & Future)	White Horse	days
Everything Has Changed (Ft. Ed Sheeran)	I Forgot That You Existed	days
Everything Has Changed (Ft. Ed Sheeran)	Miss Americana & The Heartbreak Prince	days
Everything Has Changed (Ft. Ed Sheeran)	So It Goes...	days
Everything Has Changed (Ft. Ed Sheeran)	The Best Day	days
Everything Has Changed (Ft. Ed Sheeran)	​this is me trying	days
Everything Has Changed (Ft. Ed Sheeran)	White Horse	days
I Forgot That You Existed	Miss Americana & The Heartbreak Prince	days
I Forgot That You Existed	So It Goes...	days
I Forgot That You Existed	The Best Day	days
I Forgot That You Existed	​this is me trying	days
I Forgot That You Existed	White Horse	days
Miss Americana & The Heartbreak Prince	So It Goes...	days
Miss Americana & The Heartbreak Prince	The Best Day	days
Miss Americana & The Heartbreak Prince	​this is me trying	days
Miss Americana & The Heartbreak Prince	White Horse	days
So It Goes...	The Best Day	days
So It Goes...	​this is me trying	days
So It Goes...	White Horse	days
The Best Day	​this is me trying	days
The Best Day	White Horse	days
​this is me trying	White Horse	days
I Know Places	Look What You Made Me Do	dead
I Know Places	Love Story	dead
I Know Places	​mad woman	dead
I Know Places	​my tears ricochet	dead
I Know Places	Red	dead
I Know Places	This Love	dead
Look What You Made Me Do	Love Story	dead
Look What You Made Me Do	​mad woman	dead
Look What You Made Me Do	​my tears ricochet	dead
Look What You Made Me Do	Red	dead
Look What You Made Me Do	This Love	dead
Love Story	​mad woman	dead
Love Story	​my tears ricochet	dead
Love Story	Red	dead
Love Story	This Love	dead
​mad woman	​my tears ricochet	dead
​mad woman	Red	dead
​mad woman	This Love	dead
​my tears ricochet	Red	dead
​my tears ricochet	This Love	dead
Red	This Love	dead
Lover	​mirrorball	dear
Don't Blame Me	Treacherous	decide
Bad Blood	Begin Again	deep
Bad Blood	Dancing with Our Hands Tied	deep
Bad Blood	End Game (Ft. Ed Sheeran & Future)	deep
Bad Blood	Fifteen	deep
Bad Blood	Sad Beautiful Tragic	deep
Begin Again	Dancing with Our Hands Tied	deep
Begin Again	End Game (Ft. Ed Sheeran & Future)	deep
Begin Again	Fifteen	deep
Begin Again	Sad Beautiful Tragic	deep
Dancing with Our Hands Tied	End Game (Ft. Ed Sheeran & Future)	deep
Dancing with Our Hands Tied	Fifteen	deep
Dancing with Our Hands Tied	Sad Beautiful Tragic	deep
End Game (Ft. Ed Sheeran & Future)	Fifteen	deep
End Game (Ft. Ed Sheeran & Future)	Sad Beautiful Tragic	deep
Fifteen	Sad Beautiful Tragic	deep
Come Back... Be Here	Delicate	delicate
​invisible string	Sad Beautiful Tragic	demons
​my tears ricochet	The Man	deserve
Cruel Summer	Miss Americana & The Heartbreak Prince	dice
False God	Gorgeous	die
False God	​peace	die
False God	The Archer	die
Gorgeous	​peace	die
Gorgeous	The Archer	die
​peace	The Archer	die
Clean	​hoax	died
Lover	​mad woman	dirtiest
Paper Rings	Shake It Off	dirty
So It Goes...	The Last Time (Ft. Gary Lightbody)	disappear
Delicate	​invisible string	dive
Call It What You Want	Don't Blame Me	doin
Call It What You Want	Gorgeous	doin
Don't Blame Me	Gorgeous	doin
All Too Well	​august	door
All Too Well	Everything Has Changed (Ft. Ed Sheeran)	door
All Too Well	​exile (Ft. Bon Iver)	door
All Too Well	Forever & Always	door
All Too Well	​hoax	door
All Too Well	Holy Ground	door
All Too Well	How You Get the Girl	door
All Too Well	The Last Time (Ft. Gary Lightbody)	door
All Too Well	The Moment I Knew	door
All Too Well	The Way I Loved You	door
All Too Well	You Belong with Me	door
​august	Everything Has Changed (Ft. Ed Sheeran)	door
​august	​exile (Ft. Bon Iver)	door
​august	Forever & Always	door
​august	​hoax	door
​august	Holy Ground	door
​august	How You Get the Girl	door
​august	The Last Time (Ft. Gary Lightbody)	door
​august	The Moment I Knew	door
​august	The Way I Loved You	door
​august	You Belong with Me	door
Everything Has Changed (Ft. Ed Sheeran)	​exile (Ft. Bon Iver)	door
Everything Has Changed (Ft. Ed Sheeran)	Forever & Always	door
Everything Has Changed (Ft. Ed Sheeran)	​hoax	door
Everything Has Changed (Ft. Ed Sheeran)	Holy Ground	door
Everything Has Changed (Ft. Ed Sheeran)	How You Get the Girl	door
Everything Has Changed (Ft. Ed Sheeran)	The Last Time (Ft. Gary Lightbody)	door
Everything Has Changed (Ft. Ed Sheeran)	The Moment I Knew	door
Everything Has Changed (Ft. Ed Sheeran)	The Way I Loved You	door
Everything Has Changed (Ft. Ed Sheeran)	You Belong with Me	door
​exile (Ft. Bon Iver)	Forever & Always	door
​exile (Ft. Bon Iver)	​hoax	door
​exile (Ft. Bon Iver)	Holy Ground	door
​exile (Ft. Bon Iver)	How You Get the Girl	door
​exile (Ft. Bon Iver)	The Last Time (Ft. Gary Lightbody)	door
​exile (Ft. Bon Iver)	The Moment I Knew	door
​exile (Ft. Bon Iver)	The Way I Loved You	door
​exile (Ft. Bon Iver)	You Belong with Me	door
Forever & Always	​hoax	door
Forever & Always	Holy Ground	door
Forever & Always	How You Get the Girl	door
Forever & Always	The Last Time (Ft. Gary Lightbody)	door
Forever & Always	The Moment I Knew	door
Forever & Always	The Way I Loved You	door
Forever & Always	You Belong with Me	door
​hoax	Holy Ground	door
​hoax	How You Get the Girl	door
​hoax	The Last Time (Ft. Gary Lightbody)	door
​hoax	The Moment I Knew	door
​hoax	The Way I Loved You	door
​hoax	You Belong with Me	door
Holy Ground	How You Get the Girl	door
Holy Ground	The Last Time (Ft. Gary Lightbody)	door
Holy Ground	The Moment I Knew	door
Holy Ground	The Way I Loved You	door
Holy Ground	You Belong with Me	door
How You Get the Girl	The Last Time (Ft. Gary Lightbody)	door
How You Get the Girl	The Moment I Knew	door
How You Get the Girl	The Way I Loved You	door
How You Get the Girl	You Belong with Me	door
The Last Time (Ft. Gary Lightbody)	The Moment I Knew	door
The Last Time (Ft. Gary Lightbody)	The Way I Loved You	door
The Last Time (Ft. Gary Lightbody)	You Belong with Me	door
The Moment I Knew	The Way I Loved You	door
The Moment I Knew	You Belong with Me	door
The Way I Loved You	You Belong with Me	door
Fearless	​this is me trying	doorway
Fearless	White Horse	drag
Call It What You Want	End Game (Ft. Ed Sheeran & Future)	drama
Call It What You Want	Look What You Made Me Do	drama
Call It What You Want	This is Why We Can’t Have Nice Things	drama
End Game (Ft. Ed Sheeran & Future)	Look What You Made Me Do	drama
End Game (Ft. Ed Sheeran & Future)	This is Why We Can’t Have Nice Things	drama
Look What You Made Me Do	This is Why We Can’t Have Nice Things	drama
All Too Well	Welcome to New York	drawer
​betty	Cruel Summer	dream
​betty	​epiphany	dream
​betty	Starlight	dream
​betty	​the 1	dream
​betty	The Lucky One	dream
Cruel Summer	​epiphany	dream
Cruel Summer	Starlight	dream
Cruel Summer	​the 1	dream
Cruel Summer	The Lucky One	dream
​epiphany	Starlight	dream
​epiphany	​the 1	dream
​epiphany	The Lucky One	dream
Starlight	​the 1	dream
Starlight	The Lucky One	dream
​the 1	The Lucky One	dream
​betty	This Love	dreamed
22	Delicate	dreaming
22	King of My Heart	dreaming
22	You Belong with Me	dreaming
Delicate	King of My Heart	dreaming
Delicate	You Belong with Me	dreaming
King of My Heart	You Belong with Me	dreaming
...Ready for It?	Fifteen	dreams
...Ready for It?	I Almost Do	dreams
...Ready for It?	Look What You Made Me Do	dreams
...Ready for It?	Paper Rings	dreams
...Ready for It?	Sad Beautiful Tragic	dreams
...Ready for It?	Starlight	dreams
...Ready for It?	Stay Stay Stay	dreams
...Ready for It?	Tell Me Why	dreams
...Ready for It?	This Love	dreams
...Ready for It?	White Horse	dreams
...Ready for It?	Wildest Dreams	dreams
...Ready for It?	You Belong with Me	dreams
Fifteen	I Almost Do	dreams
Fifteen	Look What You Made Me Do	dreams
Fifteen	Paper Rings	dreams
Fifteen	Sad Beautiful Tragic	dreams
Fifteen	Starlight	dreams
Fifteen	Stay Stay Stay	dreams
Fifteen	Tell Me Why	dreams
Fifteen	This Love	dreams
Fifteen	White Horse	dreams
Fifteen	Wildest Dreams	dreams
Fifteen	You Belong with Me	dreams
I Almost Do	Look What You Made Me Do	dreams
I Almost Do	Paper Rings	dreams
I Almost Do	Sad Beautiful Tragic	dreams
I Almost Do	Starlight	dreams
I Almost Do	Stay Stay Stay	dreams
I Almost Do	Tell Me Why	dreams
I Almost Do	This Love	dreams
I Almost Do	White Horse	dreams
I Almost Do	Wildest Dreams	dreams
I Almost Do	You Belong with Me	dreams
Look What You Made Me Do	Paper Rings	dreams
Look What You Made Me Do	Sad Beautiful Tragic	dreams
Look What You Made Me Do	Starlight	dreams
Look What You Made Me Do	Stay Stay Stay	dreams
Look What You Made Me Do	Tell Me Why	dreams
Look What You Made Me Do	This Love	dreams
Look What You Made Me Do	White Horse	dreams
Look What You Made Me Do	Wildest Dreams	dreams
Look What You Made Me Do	You Belong with Me	dreams
Paper Rings	Sad Beautiful Tragic	dreams
Paper Rings	Starlight	dreams
Paper Rings	Stay Stay Stay	dreams
Paper Rings	Tell Me Why	dreams
Paper Rings	This Love	dreams
Paper Rings	White Horse	dreams
Paper Rings	Wildest Dreams	dreams
Paper Rings	You Belong with Me	dreams
Sad Beautiful Tragic	Starlight	dreams
Sad Beautiful Tragic	Stay Stay Stay	dreams
Sad Beautiful Tragic	Tell Me Why	dreams
Sad Beautiful Tragic	This Love	dreams
Sad Beautiful Tragic	White Horse	dreams
Sad Beautiful Tragic	Wildest Dreams	dreams
Sad Beautiful Tragic	You Belong with Me	dreams
Starlight	Stay Stay Stay	dreams
Starlight	Tell Me Why	dreams
Starlight	This Love	dreams
Starlight	White Horse	dreams
Starlight	Wildest Dreams	dreams
Starlight	You Belong with Me	dreams
Stay Stay Stay	Tell Me Why	dreams
Stay Stay Stay	This Love	dreams
Stay Stay Stay	White Horse	dreams
Stay Stay Stay	Wildest Dreams	dreams
Stay Stay Stay	You Belong with Me	dreams
Tell Me Why	This Love	dreams
Tell Me Why	White Horse	dreams
Tell Me Why	Wildest Dreams	dreams
Tell Me Why	You Belong with Me	dreams
This Love	White Horse	dreams
This Love	Wildest Dreams	dreams
This Love	You Belong with Me	dreams
White Horse	Wildest Dreams	dreams
White Horse	You Belong with Me	dreams
Wildest Dreams	You Belong with Me	dreams
22	Clean	dress
22	Death by a Thousand Cuts	dress
22	Dress	dress
22	Fearless	dress
22	Holy Ground	dress
22	Love Story	dress
22	Miss Americana & The Heartbreak Prince	dress
22	The Moment I Knew	dress
22	Wildest Dreams	dress
Clean	Death by a Thousand Cuts	dress
Clean	Dress	dress
Clean	Fearless	dress
Clean	Holy Ground	dress
Clean	Love Story	dress
Clean	Miss Americana & The Heartbreak Prince	dress
Clean	The Moment I Knew	dress
Clean	Wildest Dreams	dress
Death by a Thousand Cuts	Dress	dress
Death by a Thousand Cuts	Fearless	dress
Death by a Thousand Cuts	Holy Ground	dress
Death by a Thousand Cuts	Love Story	dress
Death by a Thousand Cuts	Miss Americana & The Heartbreak Prince	dress
Death by a Thousand Cuts	The Moment I Knew	dress
Death by a Thousand Cuts	Wildest Dreams	dress
Dress	Fearless	dress
Dress	Holy Ground	dress
Dress	Love Story	dress
Dress	Miss Americana & The Heartbreak Prince	dress
Dress	The Moment I Knew	dress
Dress	Wildest Dreams	dress
Fearless	Holy Ground	dress
Fearless	Love Story	dress
Fearless	Miss Americana & The Heartbreak Prince	dress
Fearless	The Moment I Knew	dress
Fearless	Wildest Dreams	dress
Holy Ground	Love Story	dress
Holy Ground	Miss Americana & The Heartbreak Prince	dress
Holy Ground	The Moment I Knew	dress
Holy Ground	Wildest Dreams	dress
Love Story	Miss Americana & The Heartbreak Prince	dress
Love Story	The Moment I Knew	dress
Love Story	Wildest Dreams	dress
Miss Americana & The Heartbreak Prince	The Moment I Knew	dress
Miss Americana & The Heartbreak Prince	Wildest Dreams	dress
The Moment I Knew	Wildest Dreams	dress
Blank Space	So It Goes...	dressed
Blank Space	Starlight	dressed
So It Goes...	Starlight	dressed
End Game (Ft. Ed Sheeran & Future)	King of My Heart	drinking
End Game (Ft. Ed Sheeran & Future)	London Boy	drinking
King of My Heart	London Boy	drinking
​betty	Breathe (Ft. Colbie Caillat)	drive
​betty	Fearless	drive
​betty	I Think He Knows	drive
​betty	I Wish You Would	drive
​betty	​mad woman	drive
​betty	Paper Rings	drive
​betty	Style	drive
​betty	The Best Day	drive
​betty	Treacherous	drive
​betty	Wildest Dreams	drive
Breathe (Ft. Colbie Caillat)	Fearless	drive
Breathe (Ft. Colbie Caillat)	I Think He Knows	drive
Breathe (Ft. Colbie Caillat)	I Wish You Would	drive
Breathe (Ft. Colbie Caillat)	​mad woman	drive
Breathe (Ft. Colbie Caillat)	Paper Rings	drive
Breathe (Ft. Colbie Caillat)	Style	drive
Breathe (Ft. Colbie Caillat)	The Best Day	drive
Breathe (Ft. Colbie Caillat)	Treacherous	drive
Breathe (Ft. Colbie Caillat)	Wildest Dreams	drive
Fearless	I Think He Knows	drive
Fearless	I Wish You Would	drive
Fearless	​mad woman	drive
Fearless	Paper Rings	drive
Fearless	Style	drive
Fearless	The Best Day	drive
Fearless	Treacherous	drive
Fearless	Wildest Dreams	drive
I Think He Knows	I Wish You Would	drive
I Think He Knows	​mad woman	drive
I Think He Knows	Paper Rings	drive
I Think He Knows	Style	drive
I Think He Knows	The Best Day	drive
I Think He Knows	Treacherous	drive
I Think He Knows	Wildest Dreams	drive
I Wish You Would	​mad woman	drive
I Wish You Would	Paper Rings	drive
I Wish You Would	Style	drive
I Wish You Would	The Best Day	drive
I Wish You Would	Treacherous	drive
I Wish You Would	Wildest Dreams	drive
